conversation_id,turn_id,speaker_role,speaker_id,start_time,end_time,duration,text,outcome
625,12,participant_1,0,59.6,60.6,1,Submit-Deal,deal
625,13,participant_2,1,60.6,61.6,1,Accept-Deal,deal
626,1,participant_1,0,0,6.4,6.4,Hey! Nice getting to interact with you and let's have a nice and enjoyable camping trip!,deal
626,2,participant_2,1,6.4,11.2,4.8,Hi nice to meet you. We should have an enjoyable camping trip.,deal
626,3,participant_1,0,11.2,18,6.8,I would need additional packages of water as I get dehydrated quickly. Let me know your requirements.,deal
626,4,participant_2,1,18,30.4,12.4,I need additional Firewood because I am so cold at night. I also get dehydrated and get leg cramps in the middle of the night if I don't drink enough water.,deal
626,5,participant_1,0,30.4,42,11.6,"Ok, get it as you are need of additional firewood, we can possibly have a fair deal of water and firewood then, 2-1 of former and 1-2 of latter.",deal
626,6,participant_2,1,42,47.2,5.2,Are you saying I could get 2 additional firewood and 1 additional water?,deal
626,7,participant_1,0,47.2,48.2,1,Yes,deal
626,8,participant_2,1,48.2,55,6.8,What about the food? How should we share it? Can I have 2 and you have 1?,deal
626,9,participant_1,0,55,57.8,2.8,"hmm, that needs a bit of thought",deal
626,10,participant_2,1,57.8,61.8,4,I have my grandkids with and they are always hungry.,deal
626,11,participant_1,0,61.8,67,5.2,"I have to give in for that, you can have 2 of it.",deal
626,12,participant_2,1,67,68,1,Submit-Deal,deal
626,13,participant_1,0,68,69,1,Accept-Deal,deal
627,1,participant_1,0,0,2.8,2.8,"Hi there, how are you doing today?",deal
627,2,participant_2,1,2.8,4.4,1.6,Great! How about YOu?,deal
627,3,participant_1,0,4.4,13.6,9.2,"I'm doing well! I'm excited about this camping trip, and hope we can figure out a great way to split the extra supplies.",deal
627,4,participant_2,1,13.6,19.2,5.6,"Okay, my main concern is mosquitoes, so the longer the fire burns the better",deal
627,5,participant_1,0,19.2,32.8,13.6,"That's totally true, mosquitoes are the worst. ☹️ I'm worried that all of the firewood around the camp is wet from recent rain though, I'd like to keep at least one package of it.",deal
627,6,participant_2,1,32.8,39.2,6.4,"Also, I would like at least one additional water so i don't overheat in the weather.",deal
627,7,participant_1,0,39.2,52.8,13.6,"Cool, that makes sense. I'm pregnant, so eating for two right now! It's exciting but makes me extra hungry. I'd like to prioritize getting food packages to keep us full and comfortable while camping.",deal
627,8,participant_2,1,52.8,59.6,6.8,"No problem. How about you take all food items, one firewood, and I'll take all the water?",deal
627,9,participant_1,0,59.6,75.2,15.6,"That sounds really close to even, but as it turns out, my husband only packed soda and beer in our cooler. If I could keep one water, then I'd have something to drink while camping. Does that sound okay?",deal
627,10,participant_2,1,75.2,77.6,2.4,"Yes, I will take that offer.",deal
627,11,participant_1,0,77.6,89.2,11.6,"Fantastic, so it looks like we've decided you get 2 firewood, I get 1. I'll take all 3 food, and you get 2 water, I'll take one. Sounds good?",deal
627,12,participant_2,1,89.2,92.4,3.2,"Agreed. Congrats on the baby, by the way!",deal
627,13,participant_1,0,92.4,98.4,6,Thanks so much! Great working out our camping supplies together! Have a great summer! 🙂,deal
627,14,participant_2,1,98.4,99.4,1,Submit-Deal,deal
627,15,participant_1,0,99.4,100.4,1,Accept-Deal,deal
628,1,participant_1,0,0,11.2,11.2,"Hi! So the forecast is showing much hotter temperatures than I expected, so I'll need some extra water. I'm hoping you could give me at least 2? 🙂",deal
628,2,participant_2,1,11.2,20.4,9.2,I was actually hoping to ask for all of the water in exchange for all of the firewood and all of the food.,deal
628,3,participant_1,0,20.4,26.8,6.4,"So are you saying that I would get 3 firewood and 3 food, but no water?",deal
628,4,participant_2,1,26.8,27.8,1,Th,deal
628,5,participant_1,0,27.8,29,1.2,"I'm sorry, what?",deal
628,6,participant_2,1,29,43.4,14.4,"Sorry about that! I meant to say, that was my plan. I have a history of kidney stones and I need to drink more water than the average person, especially if I'm sweating a lot. ☹️",deal
628,7,participant_1,0,43.4,50.2,6.8,"No problem! I think that should be okay, but are you sure you don't need anything else?",deal
628,8,participant_2,1,50.2,61.4,11.2,"I should be OK if I have at least 2 bottles of water. I'm a small guy with a thrifty metabolism, so I don't anticipate needing extra food.",deal
628,9,participant_1,0,61.4,64.2,2.8,Okay! Thanks for being so easy 🙂,deal
628,10,participant_2,1,64.2,76.6,12.4,"Thank you too! So, are we agreed that I will take two bottles of water and give you one, and give you all 3 food packs and all 3 firewood stacks?",deal
628,11,participant_1,0,76.6,77.6,1,Submit-Deal,deal
628,12,participant_2,1,77.6,78.6,1,Accept-Deal,deal
629,1,participant_2,1,0,1,1,hi,deal
629,2,participant_1,0,1,4.6,3.6,"Hi , I was wondering about splitting the resources.",deal
629,3,participant_2,1,4.6,7.4,2.8,"good,I like to moment in the happy",deal
629,4,participant_1,0,7.4,14.2,6.8,How about I get all the water and you take the firewood and we split the food?,deal
629,5,participant_2,1,14.2,19.8,5.6,A good solution in the better thinking for the food and water to collect.,deal
629,6,participant_1,0,19.8,21.8,2,what do you need most?,deal
629,7,participant_2,1,21.8,22.8,1,water,deal
629,8,participant_1,0,22.8,23.8,1,What else?,deal
629,9,participant_2,1,23.8,26.2,2.4,food and firewood is very important.,deal
629,10,participant_1,0,26.2,31,4.8,"If you are wasting my time , we can just leave now.",deal
629,11,participant_2,1,31,34.2,3.2,"Ok, I want fill conforming to the submit.",deal
629,12,participant_1,0,34.2,35.2,1,Submit-Deal,deal
629,13,participant_2,1,35.2,36.2,1,Accept-Deal,deal
630,1,participant_2,1,0,4.8,4.8,Hi! How are you? I'm very pumped for this camping trip! 🙂,deal
630,2,participant_1,0,4.8,10.8,6,"hey, I'm good too, i hope we have fun on this trip. how are you?",deal
630,3,participant_2,1,10.8,18.8,8,"I'm good, a little nervous. I'm planning to surprise my husband with a little Anniversary party while on this trip.",deal
630,4,participant_1,0,18.8,25.6,6.8,"oh, that's so cute. I'm afraid we did not get enough food, or water for that matter.",deal
630,5,participant_2,1,25.6,34.8,9.2,"I can spare water, but we are very short on food as well. I invited both sets of our parents to the party.",deal
630,6,participant_1,0,34.8,39.2,4.4,"i hope we can figure something out, we have enough firewood.",deal
630,7,participant_2,1,39.2,50.4,11.2,"If you want all of the water, I could take all of the wood, if that works for you. Then we can figure out the food situation. 🙂",deal
630,8,participant_1,0,50.4,56.4,6,"yes, I think that will work, i would like to have 2 food if possible.",deal
630,9,participant_2,1,56.4,69.6,13.2,"I was also hoping for two of the foods. My husband's mom is very critical of me, and I can just imagine what she will say if we are short on food ☹️",deal
630,10,participant_1,0,69.6,72.8,3.2,can you spare 1 firewood for 2 food?,deal
630,11,participant_2,1,72.8,73.8,1,Submit-Deal,deal
630,12,participant_1,0,73.8,74.8,1,Accept-Deal,deal
631,1,participant_1,0,0,1.6,1.6,Hello how are you?,deal
631,2,participant_2,1,1.6,5.2,3.6,I am doing fantastic. How are you doing today?,deal
631,3,participant_1,0,5.2,15.2,10,I am worried because I need to get extra water for my trip so how about I get 2 Waters 1 food and 2 firewoods?,deal
631,4,participant_2,1,15.2,24,8.8,"I can definitely sympathize with your plight. Why is it that you are in need of extra water, if I may ask?",deal
631,5,participant_1,0,24,30.8,6.8,I will need as much water as I can get because I will be hiking a lot.,deal
631,6,participant_2,1,30.8,52.4,21.6,"I hear that. I'm in need of extra water myself, as I happen to suffer from Hyperosmolality, and I am also diabetic. So I was thinking maybe we cold split the packages up like 2 waters & 2 foods for me, and you can have all 3 firewoods and 1 food and 1 water",deal
631,7,participant_1,0,52.4,66,13.6,"That sounds like a good deal for you but I lost my arms in a hiking accident so I will need all the water and food firewood, you probably don't need it that much.",deal
631,8,participant_2,1,66,95.2,29.2,"I don't think I would call that a good deal for myself. Hyperosmolality causes me to have excessive thirst and my doctors are concerned with the possibility of renal failure. And being diabetic puts me at extra risk, and it requires me to consume snacks throughout the day so I don't slip into a coma. I do not, however, have an arm that was amputated. How does that affect your water intake needs?",deal
631,9,participant_1,0,95.2,109.6,14.4,"I understand that you could use the extra supplies but they kidnapped my wife and they will trade her for 3 water, 3 food and 3 firewood so I need tto hurry and save my wife.",deal
631,10,participant_2,1,109.6,132,22.4,"😮Oh how awful for you! How would you carry all of that in addition to the supplies you ALREADY have with only 1 arm? I can make sure you have al of the firewood you need, as I would love to have a campfire but am also allergic to most trees (wood), as well as smoke",deal
631,11,participant_1,0,132,137.2,5.2,How about I get 1 water and all the wood and 1 firewood,deal
631,12,participant_2,1,137.2,145.6,8.4,I would be agreeable to that. I surely hope that your wife is safe and sound when you get to her.,deal
631,13,participant_1,0,145.6,146.6,1,Submit-Deal,deal
631,14,participant_2,1,146.6,147.6,1,Accept-Deal,deal
632,1,participant_1,0,0,8.8,8.8,"Hello, wha is it that you need the most on your camping trip. I would like to get more firewood if possible",deal
632,2,participant_2,1,8.8,26.4,17.6,I think that's okay with me since I live by the forest and can get some. You can have all the firewood if I can get all the food. Im bringing my teenage boys and they get SOOO hungry. Hope you can understand that!🙂,deal
632,3,participant_1,0,26.4,43.2,16.8,i would like at least 1 food package i could give you 1 of the firewood so i would even it self out. We are bring more people than we planned an i would like to make sure everyone has enough food,deal
632,4,participant_2,1,43.2,50,6.8,Yes I can understand that. I will take 2 food and you can have the other yes.,deal
632,5,participant_1,0,50,58.8,8.8,okay thank you for understanding. I know hoe teenage boys can eat so i don't mean giving you more for your trip.,deal
632,6,participant_2,1,58.8,68,9.2,What do you want to do about the water? I'm thinking I'll take 2 and I'll give you the other package of water,deal
632,7,participant_1,0,68,71.2,3.2,just wondering why do you need more water?,deal
632,8,participant_2,1,71.2,87.6,16.4,"Well with everything going on with COVID, the stores that I went to didn't have a lot of water left. So, with my three boys and I, we're running pretty low and the trip would go much smoother with more water.",deal
632,9,participant_1,0,87.6,104,16.4,okay since we are going to be by water and will have plenty i can give you the 2 waters. so can you tell me our deal so i can make sure we all the same page and have a deal,deal
632,10,participant_2,1,104,112.4,8.4,"Yes. I have 2 food, 2 water, and 1 firewood. You have 2 firewood, 1 food, and 1 water. Thank you!",deal
632,11,participant_1,0,112.4,113.4,1,Submit-Deal,deal
632,12,participant_2,1,113.4,114.4,1,Accept-Deal,deal
633,1,participant_1,0,0,18.4,18.4,"Hello, how are you? I was wondering if I can get all 3 Firewood? I am taking over 20 members with me, lots of bonfires happening, plus its the summer, bugs will be ready to attack lol, If thats okay with you? what do you think?",deal
633,2,participant_2,1,18.4,37.6,19.2,"I am good, thanks for asking🙂 I also need firewood, as we will be tent camping and have cool evenings in the desert. My greatest need is water, however. I could part with two firewood packages if you can give me all the water and 2 food packages.",deal
633,3,participant_1,0,37.6,54,16.4,"Sounds like a fun trip! would you compromise? we are staying by a river, We can purify our water, would you be okay If I get all 3 Firewoods and you'll get all 3 waters? Will that be okay with you?",deal
633,4,participant_2,1,54,76.4,22.4,"I could do that if you can give me all the food. Without the extra firewood, we will have to use all we have now for warmth in the evening, and will not have enough to cook with. Thus, we would need to bring more prepared food and food that does not need to be cooked.",deal
633,5,participant_1,0,76.4,95.6,19.2,"I completely understand your concerns. I do believe its an unfair trade, i will only have 3 firewoods and 0 foods, and 0 waters. I have a large group, I need to have at least one food. What do you think, I do appreciate you working with me.",deal
633,6,participant_2,1,95.6,102.8,7.2,I see what you mean . . . I can settle for 2 foods packages instead of 3.🙂,deal
633,7,participant_1,0,102.8,114.8,12,"Thank you! taking alot of kiddos with me, they are little rascals, they eat everything onsite. On my end I will be getting 3 firewoods, 1 food, and 0 waters.",deal
633,8,participant_2,1,114.8,120.4,5.6,You are welcome . . . It sounds like we are ready to finalize?,deal
633,9,participant_1,0,120.4,126.8,6.4,"Yes, we are, I do believe we need to have 10 conversations before we can submit?",deal
633,10,participant_2,1,126.8,137.2,10.4,"That is correct. Just to confirm, we have agreed that you will take three firewood and and 1 food--I will take three water and 2 food.🙂",deal
633,11,participant_1,0,137.2,145.2,8,"Yes, submitting deal on my end! Hope we get to work in the future again, have a wonderful day. 🙂",deal
633,12,participant_2,1,145.2,146.2,1,Submit-Deal,deal
633,13,participant_1,0,146.2,147.2,1,Accept-Deal,deal
634,1,participant_1,0,0,10.4,10.4,"Hi, I am looking to get some extra supplies for my camping trip. Would you consider giving me the xtra packs of food for my trip?",deal
634,2,participant_2,1,10.4,22,11.6,"Hi, I don't mind but I'm like a water buffalo when it comes to downing water. I think we can arrange something. Nice to meet you by the way.",deal
634,3,participant_1,0,22,38.4,16.4,Nice to meet you too. I am happy to hear that you are willing to giv eme extra food for my trip. I really dislike camping and I hope the extra food will give me some comfort on this miserable trip.,deal
634,4,participant_2,1,38.4,51.2,12.8,"Speaking of miserable, my last camping trip was miserable because we decided to go camping in February. It was 40 degrees out! 😮. Can I get two of the firewood as well?",deal
634,5,participant_1,0,51.2,60.4,9.2,I hope it is not that cold this trip. I would be happy to give you 2 wood and I will take 1.,deal
634,6,participant_2,1,60.4,70.4,10,"Ok, so are you ok with me getting 3 waters, and 2 firewood. You can take the rest. you get 3 food and 1 firewood",deal
634,7,participant_1,0,70.4,78.4,8,I would be ok with that. I am just happy to havee extra food to keep me happy this trip.,deal
634,8,participant_2,1,78.4,86,7.6,🙂I like food too but I love water. I always bring a huge container with me everywhere I go.,deal
634,9,participant_1,0,86,91.6,5.6,That is good for me. I will take all the food and 1 firewood.,deal
634,10,participant_2,1,91.6,104.8,13.2,"Awesome - camping is really fun. You should give it an open mind when you all go. I didn't enjoy initially, but it has grown on me other than the 40 degree trip.",deal
634,11,participant_1,0,104.8,105.8,1,Submit-Deal,deal
634,12,participant_2,1,105.8,106.8,1,Accept-Deal,deal
635,1,participant_2,1,0,10.4,10.4,Can't wait to go on this trip. Taking the whole family and my hyper active kids will probably need more water and food than what's provided.,no_deal
635,2,participant_1,0,10.4,28.8,18.4,"I see that you prefer the water and food. We are heading out to Joshua Tree for some hiking. We really need the extra water, and, there is no firewood to collect out there, so extra firewood would be very helpful for the cold, windy nights.🙂",no_deal
635,3,participant_2,1,28.8,42,13.2,Water is my main concern. Keeping the little ones hydrated is a full time job. I'm kind of concerned with how cold it might get at night. Some extra firewood might be helpful.,no_deal
635,4,participant_1,0,42,70.4,28.4,"We have a good size group; we are expecting 12-15, and some of those are teenagers, so the water, food, and firewood will all be helpful for us too. I would like to take the waters and firewood. Perhaps there are places for you to pick up some extra water, perhaps natural water sources? Out in the desert, we have no natural water sources to filter water or anything like that.🙂",no_deal
635,5,participant_2,1,70.4,76,5.6,I'm going to need 2 waters and at least 1 firewood. Some food also.,no_deal
635,6,participant_1,0,76,98.4,22.4,"😮 I see. I actually need at least two of the waters also. I can leave you two food, one firewood, and one water. I have a larger group than you, and I think my need is greater given that we are in desert conditions. Given the need, I submit that this is a fair offer.",no_deal
635,7,participant_2,1,98.4,112,13.6,"Group size isn't a concern since the basic supplies were enough for your trip. If you want 2 waters, I'm going to have to get 2 firewoods and 2 foods along with a water.",no_deal
635,8,participant_1,0,112,136,24,"☹️ Group size is an issue. The 'enough' is only an estimate. A package of extra water will go much less further with 4 people than with 15. Your offer will not work for me. I ask you to reconsider my last offer. I am ready to finalize, but if we cannot come to agree, then we will both suffer.",no_deal
635,9,participant_2,1,136,154.8,18.8,It's a give and take. We both want water the most. I gave in on that and agreed you could have 2. Now you'll have to compromise a bit and let me have 2 firewoods and 2 foods. It's only fair we both give in some. 🙂,no_deal
635,10,participant_1,0,154.8,186.8,32,"You might consider that fairness is not just about distribution, but about need. You haven't really convinced me that your need is as great as mine so that you should get the the greater of extra supplies. My final offer is twofold: to take 2 water and 2 firewood and one food, or, two firewood and three water. If neither of those will work for you, or unless you have a better offer, then I will have to walk away.",no_deal
635,11,participant_2,1,186.8,187.8,1,Walk-Away,no_deal
636,1,participant_2,1,0,6.8,6.8,Hi! I hope we can work together on an offer that is fair to both of us.🙂,deal
636,2,participant_1,0,6.8,9.6,2.8,Hello. Are you ready to go camping?,deal
636,3,participant_2,1,9.6,17.6,8,"Of course I do, I love camping. Could you tell me which item is the one you need the most?",deal
636,4,participant_1,0,17.6,18.8,1.2,food the most,deal
636,5,participant_2,1,18.8,27.6,8.8,I need food the most too since I'm a little tired of carrying so much water. What do you need the least?,deal
636,6,participant_1,0,27.6,30.8,3.2,probably firewood. I can give you 1 food,deal
636,7,participant_2,1,30.8,41.6,10.8,"I understand, what I least need is water since I brought enough. What do you think about this offer:You have 2 food, 1 wood and 1 water.",deal
636,8,participant_1,0,41.6,45.6,4,I think that works out well. It seems fair enough.,deal
636,9,participant_2,1,45.6,50,4.4,"Perfect, I'm glad we can come to an agreement. Thank you.🙂",deal
636,10,participant_1,0,50,54,4,Me too. You can enter it into the right side.,deal
636,11,participant_2,1,54,55,1,Submit-Deal,deal
636,12,participant_1,0,55,56,1,Accept-Deal,deal
637,1,participant_2,1,0,1,1,Hello there,deal
637,2,participant_1,0,1,2,1,Hello 🙂,deal
637,3,participant_2,1,2,9.6,7.6,So I am going camping and I am assuming you are as well. What would be your main focus?,deal
637,4,participant_1,0,9.6,14.4,4.8,My main need is water first and food second. What about you?,deal
637,5,participant_2,1,14.4,26.4,12,"Well I plan on going on a long hike, so water is of the utmost importance. 2nd for me would be firewood to keep the bears away while I rest.",deal
637,6,participant_1,0,26.4,40.8,14.4,Water is my first priority too. How about this. I'll give you 2 waters and you give me one. I'll give you two 2 firewood if you give me 3 food packages. How does that sound?,deal
637,7,participant_2,1,40.8,49.2,8.4,"I was thinking I would sacrifice water, so you get all 3. I would then get all firewood and 2 food.",deal
637,8,participant_1,0,49.2,51.6,2.4,I am willing to accept that.,deal
637,9,participant_2,1,51.6,56,4.4,"Alright then, we both get what needs to be done, done.🙂",deal
637,10,participant_1,0,56,60,4,Yes absolutely. It was a pleasure negotiating with you. 🙂,deal
637,11,participant_2,1,60,61,1,Submit-Deal,deal
637,12,participant_1,0,61,62,1,Accept-Deal,deal
638,1,participant_1,0,0,5.2,5.2,Will you give me 2 packages of water for 1 package of firewood?,deal
638,2,participant_2,1,5.2,10,4.8,I can give two packages of food in exchange for your firewood.,deal
638,3,participant_1,0,10,15.2,5.2,What about you take all the firewood and i take all the water?,deal
638,4,participant_2,1,15.2,16.8,1.6,I can do that.,deal
638,5,participant_1,0,16.8,21.6,4.8,That was cool. And will you give me 2 packages of food?,deal
638,6,participant_2,1,21.6,25.6,4,That sounds like a fair deal. I can do that.,deal
638,7,participant_1,0,25.6,28,2.4,Seems like we have a deal.,deal
638,8,participant_2,1,28,36,8,"Okay. Just so we're clear, I take 3 firewood and 1 food. You take 3 water and 2 food. Correct?",deal
638,9,participant_1,0,36,38.4,2.4,"Yea, this is a fair deal.",deal
638,10,participant_2,1,38.4,40.8,2.4,Very good. Let's submit the deal,deal
638,11,participant_1,0,40.8,41.8,1,Submit-Deal,deal
638,12,participant_2,1,41.8,42.8,1,Accept-Deal,deal
639,1,participant_1,0,0,4.4,4.4,hello I need to bring 3 packages with me of firewood,deal
639,2,participant_2,1,4.4,15.2,10.8,"Oh no! I need fire wood too! If I give you all of the firewood, can I have all of the water and 2 of the food?",deal
639,3,participant_1,0,15.2,18.4,3.2,What do you need all the water for?,deal
639,4,participant_2,1,18.4,22.8,4.4,I get really thirsty from singing around the camp fire 🙂,deal
639,5,participant_1,0,22.8,23.8,1,I see,deal
639,6,participant_2,1,23.8,31,7.2,So I assume it is okay if I take all of the water and 2 of the food?,deal
639,7,participant_1,0,31,40.2,9.2,"You can take all of the water, but I really need all of the food because I am bringing my whole extended family.",deal
639,8,participant_2,1,40.2,48.6,8.4,That leaves me without firewood or food though...How about you can have 2 of the food and I will have 1?,deal
639,9,participant_1,0,48.6,52.2,3.6,"That sounds good, you can also have 1 firewood",deal
639,10,participant_2,1,52.2,55.8,3.6,Okay! We have a deal! Nice meeting you! 🙂,deal
639,11,participant_1,0,55.8,56.8,1,Submit-Deal,deal
639,12,participant_2,1,56.8,57.8,1,Accept-Deal,deal
640,1,participant_2,1,0,11.6,11.6,Hi! I hope we can come to an arrangement that works well for both of us! Here is my proposal. I'm excited about this camping trip. How about you?🙂,deal
640,2,participant_1,0,11.6,19.2,7.6,I can't wait to go camping! Being indoors for a few months has been tough! What is your proposal?,deal
640,3,participant_2,1,19.2,46,26.8,"I'm going to need a lot of firewood, because I'm doing all of my cooking on the fire and brought supplies especially to make s'mores, so I'm asking for 3 firewood bundles. Also, I need extra food, because I had to work overtime and didn't get to shop, so 2 of the food would be great. I'm pretty OK on water; you could have 2 of those.",deal
640,4,participant_1,0,46,56.4,10.4,"I need as much water as I can get, so I will gladly give you all of the food if you will give me the water?",deal
640,5,participant_2,1,56.4,61.2,4.8,"I'm willing to do that, if I can have all the firewood.",deal
640,6,participant_1,0,61.2,67.2,6,Can I have at least one of the firewood? I am worried about getting cold!,deal
640,7,participant_2,1,67.2,72.4,5.2,"Sure, I can do that! We don't want you freezing out there! 🙂",deal
640,8,participant_1,0,72.4,78.8,6.4,Great! I appreciate it! Smore's sounds like a great idea! Have an extra one for me!,deal
640,9,participant_2,1,78.8,82,3.2,"I wish I could send you one, LOL!",deal
640,10,participant_1,0,82,90.4,8.4,I haven't had smores in probably 30 years. I might need to go pick up some supplies to have at home!,deal
640,11,participant_2,1,90.4,91.4,1,Submit-Deal,deal
640,12,participant_1,0,91.4,92.4,1,Accept-Deal,deal
641,1,participant_1,0,0,1,1,Hi🙂,deal
641,2,participant_2,1,1,9,8,"Hi! I would like to propose that I receive 3 waters, 1 firewood, and 2 foods. What do you think?",deal
641,3,participant_1,0,9,11,2,Hmm...that's a pretty big ask.,deal
641,4,participant_2,1,11,22.2,11.2,"Ok, what are some of your priorities? I would really prefer 3 water because I am afraid of germs and want the extra water for cleaning and washing.",deal
641,5,participant_1,0,22.2,30.6,8.4,"I'm thinking I really need food because I am pregnant, so I would like : 3 food and 2 fire wood",deal
641,6,participant_2,1,30.6,40.6,10,"Wow, you are brave to go camping when you are pregnant!! What are your thoughts on water? Would you take 1 firewood and 2 foods?",deal
641,7,participant_1,0,40.6,49.4,8.8,"🙂 I know! Kind of scary but should be fun. I am willing to take 2 food, 1 water and 1 firewood",deal
641,8,participant_2,1,49.4,57.8,8.4,"Ok, that sounds pretty fair to me. Thank you for the 2 water, it really puts my mind at ease 🙂",deal
641,9,participant_1,0,57.8,67.8,10,I totally understand. Water is a necessary item for camping. I think I can get by with what I have plus the one extra !,deal
641,10,participant_2,1,67.8,77.8,10,"Ok, and you will need the extra food for you and the baby, you will be using up a lot of energy hiking and camping.",deal
641,11,participant_1,0,77.8,80.6,2.8,so it's safe to say we've agreed...,deal
641,12,participant_2,1,80.6,82.2,1.6,yes I think so🙂,deal
641,13,participant_1,0,82.2,83.2,1,Submit-Deal,deal
641,14,participant_2,1,83.2,84.2,1,Accept-Deal,deal
642,1,participant_2,1,0,1,1,Hello,deal
642,2,participant_1,0,1,9,8,Hey there. How are you today? ) Looks like we have some extra necessities to distribute for our camping trips.,deal
642,3,participant_2,1,9,17.4,8.4,"I'm good, I hope you're well too. Yes I see that as well. Is there anything you need as a priority?",deal
642,4,participant_1,0,17.4,32.6,15.2,"I'm good, thanks. Well, there's a few of us so food would be great for us. We're going hiking and will probably go through what we have fast. Water is also good, for that reason. What about you?",deal
642,5,participant_2,1,32.6,57,24.4,My group is planning on doing quite a bit of hiking while we're camping and will need extra water and some extra food given the physical exertion we're planning. We don't need much firewood as we have brought some extra from home. If we can have 2 of the 3 waters we'd be happy to take only 1 of the food.,deal
642,6,participant_1,0,57,62.6,5.6,That sounds good to me. Do you want some of the firewood at all?,deal
642,7,participant_2,1,62.6,75,12.4,"Perhaps we could use just 1 wood. That would be 2 water, 1 food and 1 wood for us and the rest for you? How would that do for your group?",deal
642,8,participant_1,0,75,78.6,3.6,That sounds like a plan. That would be great.,deal
642,9,participant_2,1,78.6,80.2,1.6,Do you camp often?,deal
642,10,participant_1,0,80.2,91.4,11.2,"I was just about to ask you that! Yeah, not as much as I use to, but it's fun when I can make it out. How about you?",deal
642,11,participant_2,1,91.4,98.6,7.2,Same for me. I went camping more often as a child and wish I could go more now.,deal
642,12,participant_1,0,98.6,99.6,1,Submit-Deal,deal
642,13,participant_2,1,99.6,100.6,1,Accept-Deal,deal
643,1,participant_2,1,0,10.8,10.8,"Hi, I am going on a camping trip this weekend with my family and I was wondering if you could spare 3 waters and 3 food items?",deal
643,2,participant_1,0,10.8,26.4,15.6,"I am okay giving up the food items, but I need water for my family to hike and camp with. I would also like the 3 firewood since we will be using it for fires to cook our food.",deal
643,3,participant_2,1,26.4,52.4,26,"I hear you, but I heard it is going to be really hot were we are going and I can't afford to give up any water. I have small kids and really need some extra water to use. Also, we like to have a fire at night so I can't give you all my wood. What do you like to do on your camping trips",deal
643,4,participant_1,0,52.4,74.8,22.4,I also have small kids with me who go through water like crazy. We love to venture out and go on hikes. We also enjoy spending time by the campfire at night to cook our dinner and make smores. That is where we really have the best family time. I will need the firewood for that.,deal
643,5,participant_2,1,74.8,85.6,10.8,Well I will give you 2 firewoods and 2 waters for 3 foods and 1 firewood. Sounds like we both have similar interests when we go camping.,deal
643,6,participant_1,0,85.6,93.6,8,That sounds perfect. It sounds like you have a lot of little mouths to feed. What do you do camping>,deal
643,7,participant_2,1,93.6,100.4,6.8,We also like to hike and have a fire each night. How long are you camping for?,deal
643,8,participant_1,0,100.4,106,5.6,"We will be camping for a long weekend, so 4 nights. How about you?",deal
643,9,participant_2,1,106,112,6,we are going for a week so the more food we can get the better.,deal
643,10,participant_1,0,112,114,2,Sounds good. Enjoy your trip!,deal
643,11,participant_2,1,114,119.2,5.2,thanks you to! thanks for the food and one piece of fire wood.,deal
643,12,participant_1,0,119.2,120.2,1,Submit-Deal,deal
643,13,participant_2,1,120.2,121.2,1,Reject-Deal,deal
643,14,participant_2,1,121.2,122.2,1,Submit-Deal,deal
643,15,participant_1,0,122.2,123.2,1,Accept-Deal,deal
644,1,participant_2,1,0,1.6,1.6,"🙂Hello, how are you?",deal
644,2,participant_1,0,1.6,5.2,3.6,"Hi!🙂 I'm ok, thank you. Hope you are well.",deal
644,3,participant_2,1,5.2,16.4,11.2,"I am well, getting ready for my trip but I need three extra firewood. I can give you two waters and one more food for you to have.",deal
644,4,participant_1,0,16.4,23.6,7.2,"I am content to give you three firewood, but I will need more food. Do you prefer campfires?",deal
644,5,participant_2,1,23.6,37.6,14,"I need it in case I get cold because I just had the flu, also so I can see at night. My night vision is not good. Is there a reason you need more food?",deal
644,6,participant_1,0,37.6,48.4,10.8,"😮 Oh, yes I can understand that. I have a medical condition that requires I maintain a stable blood sugar, so I would need the most food.",deal
644,7,participant_2,1,48.4,55.6,7.2,I think I could give you an extra water but don't think I can part with the food.,deal
644,8,participant_1,0,55.6,63.2,7.6,I can offer three firewood if you are willing to offer three food. I am content with one water.,deal
644,9,participant_2,1,63.2,67.6,4.4,"Ok, so will you agree to three food and one water?",deal
644,10,participant_1,0,67.6,74.4,6.8,"Yes, I can agree to that. You will take three firewood, two water, and no extra food.",deal
644,11,participant_2,1,74.4,77.6,3.2,"Ok, I will submit the deal. Thank you🙂",deal
644,12,participant_1,0,77.6,78.6,1,Submit-Deal,deal
644,13,participant_2,1,78.6,79.6,1,Accept-Deal,deal
645,1,participant_1,0,0,5.2,5.2,"Hello, how are you today? your ready to try to talk this out",deal
645,2,participant_2,1,5.2,8.4,3.2,"Hey, I'm doing good, thank you 🙂 Yes,",deal
645,3,participant_1,0,8.4,11.2,2.8,What are you in need of more?,deal
645,4,participant_2,1,11.2,18,6.8,"Water, as that's something I need/use a lot and want to store it in case of Emergency.",deal
645,5,participant_1,0,18,22.8,4.8,"I can do that, how much water do you think you need?",deal
645,6,participant_2,1,22.8,23.8,1,2 packages,deal
645,7,participant_1,0,23.8,26.6,2.8,Two packages of water for 2 firewood?,deal
645,8,participant_2,1,26.6,31,4.4,"Yes, I'm fine with that. What is your requirement on food?",deal
